Star_ID,mu_n
32786.0,2.0618226089294054
27642.0,2.061904804411196
18426.0,2.06199731092341
26214.0,2.062090531964084
18245.0,2.062603192968092
64177.0,2.062883612561157
17941.0,2.0631078234356646
71427.0,2.0634011179313467
28492.0,2.064049623190914
64554.0,2.064464780754554
15241.0,2.0644785423451046
26166.0,2.0646801098324112
19013.0,2.0647929015619817
31070.0,2.0648432600227125
16927.0,2.0652177280875113
44395.0,2.0652865480147393
19042.0,2.065473025439835
26980.0,2.066382772155102
39227.0,2.067070790547085
62921.0,2.06736488918601
35211.0,2.067544146140848
62849.0,2.067629694862288
41900.0,2.067894859143627
56150.0,2.0678948799606025
46077.0,2.067977189589666
34012.0,2.0679853199087423
64801.0,2.0681604378829572
26670.0,2.068420795943119
46101.0,2.068763970420266
37460.0,2.069078402364067
17476.0,2.0695300805926733
45466.0,2.0697060184873712
71448.0,2.0699927899403794
33997.0,2.07021679398691
18532.0,2.070551896796291
71223.0,2.0708922197129556
63911.0,2.0711086823886977
16836.0,2.0711212986320753
13335.0,2.0717627082747465
34642.0,2.071772076841352
26046.0,2.071838449477322
11455.0,2.0719890487789914
45504.0,2.0724119653766437
55288.0,2.0725404811584256
11451.0,2.072662526480901
24619.0,2.0727980762192257
32422.0,2.072862140610285
27567.0,2.0728816986711656
25013.0,2.072924408421232
17831.0,2.072970473348673
16898.0,2.073033193618126
71022.0,2.073089858052798
33790.0,2.0736354163692567
40620.0,2.0737865136928444
25179.0,2.074044243339586
18386.0,2.074093612280802
19020.0,2.0741072461371433
26536.0,2.0742706009268446
11646.0,2.074324527850647
34576.0,2.074404871678079
26895.0,2.0748575038244494
42677.0,2.075563832898355
39461.0,2.0759630964865172
32915.0,2.076215548065417
70704.0,2.07627836027926
28512.0,2.0766949911944774
41362.0,2.076710037531245
54650.0,2.076895544060417
85220.0,2.0770709943068253
31818.0,2.077088812708321
42344.0,2.077244739905745
17611.0,2.077314332601731
45966.0,2.0773420744161064
62676.0,2.077444136225133
64236.0,2.0774734203872143
24404.0,2.0775273469956472
28891.0,2.0776548467826563
67035.0,2.0778813711337696
27766.0,2.078004014454027
13116.0,2.078273834191524
39587.0,2.078409467216358
16971.0,2.078723239022284
62861.0,2.0788755233350855
38858.0,2.078876706143127
78012.0,2.0790052131007206
27833.0,2.079040091700556
68795.0,2.0794280482452527
17203.0,2.0794543708256064
18686.0,2.0795947185150596
40809.0,2.079815926167355
66931.0,2.0799267757692252
63338.0,2.0799904789852275
19135.0,2.0801201353338095
77959.0,2.0801387088943337
12895.0,2.080417429233279
27891.0,2.0808272067690017
26458.0,2.080968478001625
27184.0,2.0810724465412
42490.0,2.0811290845419173
67731.0,2.081293330426122
27693.0,2.08132961066345
26408.0,2.0815871407920583
85326.0,2.0816008616828166
85263.0,2.081721190774607
27843.0,2.081900205993796
61274.0,2.081906493496883
51479.0,2.0822008829248153
31643.0,2.082365987373213
43255.0,2.0827781212317227
25363.0,2.0828138019031877
29643.0,2.0828995294018697
26549.0,2.0829081801244866
36450.0,2.082962759872437
84975.0,2.0830219063343356
26863.0,2.083389252773378
64323.0,2.0834836788620215
33666.0,2.0834873737722663
44890.0,2.083878430035457
17301.0,2.0839190963035223
17901.0,2.0840097764519294
39793.0,2.084063385707111
16409.0,2.084169209138674
39552.0,2.0842949509814086
38264.0,2.0843572638819654
68810.0,2.0849785735089426
28474.0,2.0851189354476403
51776.0,2.0852975364677064
3081.0,2.0853374534351485
25821.0,2.085398978275768
2993.0,2.085476545342405
29051.0,2.085484748124999
56097.0,2.085490779680629
72378.0,2.085520381876998
19999.0,2.0855543061459483
27310.0,2.0856844618076695
27282.0,2.0858159871896063
33351.0,2.0858425066339605
30829.0,2.0859511932535413
27414.0,2.0859548862196022
43362.0,2.0861004310356726
76380.0,2.0866659704859924
67006.0,2.0867697159400165
27304.0,2.0871105877333327
28661.0,2.087272526046598
27123.0,2.08772795758102
40885.0,2.0877834936926063
12764.0,2.087875079136947
84794.0,2.0878767169858414
26473.0,2.088008389748214
62772.0,2.088114092644418
76787.0,2.088184265615709
66642.0,2.088189188196972
56101.0,2.0884186785041545
41117.0,2.0888773619223717
27080.0,2.088883280372757
25319.0,2.0889038144640217
37698.0,2.0890594226366956
27590.0,2.0891145158011692
25932.0,2.0892055522501303
27323.0,2.0893798281570337
25681.0,2.0895965601323074
38664.0,2.0896234801550677
245.0,2.089710580367504
56102.0,2.089730254671411
11324.0,2.089959059963674
68530.0,2.090285892409582
28167.0,2.0903757053566565
75605.0,2.090441687431227
38642.0,2.0906066407546464
79178.0,2.0906627520152665
63498.0,2.0906681647404928
25568.0,2.0906981002627827
55208.0,2.090738893634669
50911.0,2.0910213144975622
25793.0,2.0910568642102656
28941.0,2.091058153088475
44342.0,2.0910647589744165
37338.0,2.0912924983469696
85039.0,2.0913271312362314
33488.0,2.09138077975572
33382.0,2.091392254752979
27954.0,2.0914719441039162
51039.0,2.0914771702065393
74084.0,2.09152301159769
24072.0,2.0915451753450163
35592.0,2.0916835611083573
66941.0,2.0918333946160836
71781.0,2.091910035407271
33810.0,2.092285119232569
27535.0,2.092345635915522
25668.0,2.092650164478004
3897.0,2.0926992627394694
45767.0,2.092766814503571
34534.0,2.0928206796882933
55578.0,2.0928566231226777
56790.0,2.092921368710502
66982.0,2.0929412308536257
67550.0,2.0932525567815023
24581.0,2.093294078911068
44808.0,2.0937174761295494
63829.0,2.0937724692516997
28189.0,2.0938775092649395
27643.0,2.0939749116252555
12932.0,2.0939974713240463
25715.0,2.0940282489226845
61078.0,2.0942357234311118
33947.0,2.09423937570708
13429.0,2.0942432931294417
15654.0,2.0943403054134118
73621.0,2.0945295287507424
32121.0,2.0946466144266185
16596.0,2.0946700143485235
85133.0,2.0947404160187335
25435.0,2.09475027635617
63762.0,2.094773144200207
68019.0,2.0948974058034535
27973.0,2.0950766119657325
75108.0,2.0953072309039187
67073.0,2.0954522826894384
67802.0,2.0954741887191846
64494.0,2.0955057645948725
26602.0,2.095538359953672
72219.0,2.0957627682058466
63867.0,2.0958188738023407
41159.0,2.0959670048189323
37018.0,2.096286979185899
27015.0,2.096295029746031
38499.0,2.09656363159694
11423.0,2.0966515725986437
55057.0,2.0967037237739965
35223.0,2.0967712345254945
26550.0,2.0967852036715096
16946.0,2.096788454080022
71142.0,2.0967977411996532
54880.0,2.0969125460024887
20229.0,2.096967989709279
34640.0,2.097090938319893
724.0,2.0971557461822083
65007.0,2.0976821096339364
65111.0,2.097689494761721
46932.0,2.0977219474714235
3474.0,2.097724295841959
43027.0,2.0977511494196674
86708.0,2.097791849776002
84803.0,2.097864962802171
18257.0,2.0979185677666825
19418.0,2.098184679669442
35830.0,2.098214154691321
19679.0,2.0982165083289783
27636.0,2.0984276062962515
45868.0,2.098823762525465
3515.0,2.098960308276758
46441.0,2.0990096075813147
83810.0,2.0992838076040106
3084.0,2.0993083026018793
27970.0,2.099316823266211
76670.0,2.0994913928654437
26125.0,2.0997428077860456
393.0,2.0997764735192805
54937.0,2.099789185839661
66590.0,2.099953034354732
3096.0,2.1002511684078446
72834.0,2.100359492782872
25661.0,2.1003680590617027
17861.0,2.1003813624970538
40225.0,2.1003857721592754
34614.0,2.100564234158793
34805.0,2.100612230588124
66443.0,2.100615770746976
2666.0,2.1006923284115007
61027.0,2.100738075025046
29461.0,2.100797215039657
17227.0,2.100850736460307
28808.0,2.1009557327823054
67906.0,2.100956094701963
19773.0,2.100964697092444
62518.0,2.1010102837493263
27614.0,2.101243657080827
70501.0,2.101311858249298
62823.0,2.1013714828449577
55240.0,2.1015498903824748
46134.0,2.101735811685606
86385.0,2.1019203243716373
31663.0,2.101939363406729
62023.0,2.1019552551296177
38301.0,2.1020371806551803
32752.0,2.1020607740473576
222.0,2.102071938381974
26165.0,2.1025512313927095
47041.0,2.1025743988958774
37999.0,2.1029473208793323
38568.0,2.103004493982057
74933.0,2.1030765792772024
48450.0,2.1031153987080615
48201.0,2.103312309622337
73318.0,2.103414092913998
27608.0,2.1039052659177906
26460.0,2.1039362608439007
4347.0,2.104022725032271
34996.0,2.1040978014736917
33454.0,2.104120561353349
37812.0,2.1041630883225326
43782.0,2.1041916267336247
24225.0,2.104222175852812
47383.0,2.104265561204667
84717.0,2.104290794485344
46370.0,2.1043023410646784
26250.0,2.104338247539347
24400.0,2.1043550431789426
80396.0,2.1043768693143123
84887.0,2.104455051532943
72847.0,2.104549432030753
39267.0,2.1046161153186587
64594.0,2.104795365136735
59561.0,2.104838022910933
55508.0,2.1049058758176966
25748.0,2.104941804951084
27548.0,2.104987769418116
70254.0,2.1051247683816436
67193.0,2.105259435787247
19942.0,2.105275089883263
69082.0,2.1054681147816456
24327.0,2.105494591069951
40110.0,2.105556622255541
16511.0,2.105587913866468
34823.0,2.1056263316300345
71398.0,2.1056988411680484
27580.0,2.1057654091780353
72359.0,2.1058085849664097
3738.0,2.1059890646476367
45844.0,2.106007018724901
79236.0,2.1061331655956343
15938.0,2.1061920739046864
24711.0,2.106287160920311
54357.0,2.106318968483519
46487.0,2.106409590722189
25523.0,2.1064581442705292
23472.0,2.106499789241511
40610.0,2.1066002134225097
12559.0,2.106749159014184
84750.0,2.106772517665347
11578.0,2.107028453943078
993.0,2.1070407297813376
13312.0,2.1071187846227115
23395.0,2.1072005537222434
27355.0,2.107499932748508
14354.0,2.1075233944504768
93.0,2.107629545001572
79243.0,2.1076322001490184
26387.0,2.107830227763231
19556.0,2.1078428940180762
12314.0,2.108221855856851
18456.0,2.1082409877795603
12769.0,2.1083966380964068
35135.0,2.108458450574003
73200.0,2.1085381154668483
631.0,2.1086100399131866
45523.0,2.108673112239311
31299.0,2.1086855519921914
35486.0,2.108739015370794
84741.0,2.1088135935317682
35852.0,2.108884611435681
63188.0,2.108904350576021
32042.0,2.1090387634087944
28285.0,2.109118125147835
54834.0,2.1091502753927247
13110.0,2.1092123469767587
62069.0,2.10923802539697
65353.0,2.10935445007329
56947.0,2.109373959708678
73999.0,2.1093844328752254
45985.0,2.109421664300846
61675.0,2.1094409360068362
66649.0,2.1095920060650495
11392.0,2.1097577366610163
27221.0,2.110156727702221
55027.0,2.110161208593413
46071.0,2.110231162177985
11367.0,2.1102737549412462
67174.0,2.110310903926993
63262.0,2.110330302691086
56351.0,2.1104714760746557
2478.0,2.1105527773940977
35275.0,2.1107589455198563
28217.0,2.11078698880441
27397.0,2.11091424546916
83026.0,2.110936074445826
26069.0,2.111021104854292
51716.0,2.1110767775644974
39395.0,2.1112312411869816
57806.0,2.11136756219711
15439.0,2.111386850995132
31503.0,2.1114224867060996
61195.0,2.111503513260631
31511.0,2.1115314929286035
70566.0,2.11158174325809
11142.0,2.111782064995572
81517.0,2.111811283082835
68802.0,2.111874881772071
31335.0,2.111922693212174
71657.0,2.1119399887065144
34552.0,2.1120069766938117
34031.0,2.1120730806229266
19520.0,2.1122979149761063
47544.0,2.1124999656912276
57143.0,2.1127289741518225
46782.0,2.112744910204444
69379.0,2.1128769343608966
33713.0,2.1128821938128737
69376.0,2.1129384526161687
50576.0,2.112962601155951
72383.0,2.112977425892573
72249.0,2.1129809584042403
38596.0,2.1130097912051995
77855.0,2.1131437267701334
16865.0,2.1132180417541324
60954.0,2.113254521616621
14660.0,2.1132623977841956
28245.0,2.1133130153249593
34865.0,2.113321067294932
38451.0,2.113903025946228
65454.0,2.1141746159606405
26876.0,2.1141854394837565
39242.0,2.1142925438611706
39109.0,2.1143611367161808
61677.0,2.114425959985627
61821.0,2.1144871022331153
3912.0,2.1148556773115508
1403.0,2.1150854986669603
37964.0,2.11509383085869
74455.0,2.115229599732515
27698.0,2.115326953128266
20193.0,2.1153650281651903
19506.0,2.1155332874314463
67665.0,2.1158295576865065
64829.0,2.115832822794611
56460.0,2.1159367945517578
20538.0,2.1160777802852655
24202.0,2.1161295136256952
71255.0,2.116319120324711
26116.0,2.1163284319549365
28756.0,2.1163677009922437
41936.0,2.116720219330685
8773.0,2.116861523828607
24879.0,2.1168671398483014
3589.0,2.116994436055812
3590.0,2.117079708797983
55835.0,2.1171639383006857
16121.0,2.117166150075093
69029.0,2.1172025428791774
72467.0,2.1172428209594267
49711.0,2.1173074946538346
37400.0,2.117388197878722
27717.0,2.1174520778323265
61217.0,2.1174975395387254
23774.0,2.1175418299948667
17107.0,2.1176760236744925
45719.0,2.1178748382831705
45432.0,2.1179220889123678
3753.0,2.118032453636579
25361.0,2.118041831808599
56311.0,2.118049987533068
1833.0,2.118065174490027
31362.0,2.118228321081717
71041.0,2.1183451603198673
14644.0,2.1183900294022826
55210.0,2.118633905784107
19800.0,2.118775713131346
28174.0,2.1187989512846754
50073.0,2.1188803875788818
5066.0,2.1189081797421134
31361.0,2.11893578756843
40219.0,2.1189911498726874
10671.0,2.1190126563353506
82211.0,2.1190797378492845
52049.0,2.1191190508519973
39032.0,2.1192544730953378
62610.0,2.1193248348618217
76251.0,2.1194645407422694
74150.0,2.1194852963750828
52339.0,2.1194963144666654
61968.0,2.1195389503596966
56459.0,2.1195787327926925
62089.0,2.1196878275291025
65286.0,2.1198033091346082
48293.0,2.1198209900182543
33027.0,2.1199687106672207
57488.0,2.1200717937056606
72533.0,2.1200761579750234
81761.0,2.120089013081651
23818.0,2.1201575268995474
8669.0,2.120188568377141
62385.0,2.1203107532455485
56747.0,2.12048708401537
24766.0,2.120589145078245
25885.0,2.1205909318791476
32630.0,2.120621729043678
56748.0,2.120636957062629
74650.0,2.1206503440299014
81033.0,2.1207028453924717
60696.0,2.120712038096385
7171.0,2.12076960394747
56260.0,2.120842032996979
63896.0,2.1210695537493156
65585.0,2.1212749827740325
13863.0,2.121294027564491
308.0,2.121314076830591
3898.0,2.121319140173168
33156.0,2.121352291702918
35145.0,2.1214908829895265
49041.0,2.1215985916219178
55880.0,2.121684591456557
17736.0,2.122120260088398
35252.0,2.1221439023499014
51208.0,2.122145997292774
2243.0,2.122165501334346
51714.0,2.122189720867279
44352.0,2.122297335406433
39866.0,2.1223097657652725
56090.0,2.1224039469440807
28182.0,2.1224330164712915
12137.0,2.1224429555037565
20414.0,2.122620838155643
69648.0,2.1226375812135725
65979.0,2.1226848814200934
23061.0,2.1229187423725935
56132.0,2.122933038731476
49030.0,2.12303238804853
17726.0,2.1232011095906205
42562.0,2.1232368568844655
70072.0,2.1234953580850084
41205.0,2.1236093985947977
36388.0,2.123616036887898
71538.0,2.1236216410176816
32467.0,2.123658520936111
46148.0,2.1237831474102697
61845.0,2.123886154558226
79620.0,2.123931227397073
63055.0,2.1239878193704853
26246.0,2.1244534320981625
10824.0,2.124559474135956
65470.0,2.1246061694491494
67301.0,2.1246385778610595
82996.0,2.1246572730038045
56185.0,2.1247332979682185
6524.0,2.124753503272333
81491.0,2.124838372584063
33355.0,2.124902629941907
65333.0,2.1249043864270276
2022.0,2.124928207226993
47773.0,2.124935285734646
51206.0,2.1250869938706494
83542.0,2.125103868230499
78539.0,2.125132467326121
62404.0,2.1252300201532197
10692.0,2.1253138377956806
12734.0,2.125654320514037
72554.0,2.1256845308925145
7179.0,2.1257220170281426
3501.0,2.1259690296700504
81205.0,2.1260066079126294
77773.0,2.1260331661189915
62975.0,2.1260560517226184
44074.0,2.1261358281077927
17594.0,2.1261922892332454
44025.0,2.12619567249546
83844.0,2.1263058354867317
2056.0,2.126348312380444
26560.0,2.126373707313706
38001.0,2.1265102900217787
33317.0,2.1267918313735295
45703.0,2.126839886698028
26398.0,2.1268519456127826
67517.0,2.126863145433829
62430.0,2.1268646947355903
54928.0,2.126989451693627
65867.0,2.1270010063645963
55317.0,2.1270024323089323
44169.0,2.1270377110948804
56867.0,2.127115523337498
20630.0,2.1271230399725334
57640.0,2.1271320286930684
27996.0,2.1271728835318933
67791.0,2.127176476523523
9257.0,2.1272240295759652
54400.0,2.127279047728092
35265.0,2.127319380799142
86864.0,2.1273230019567335
26314.0,2.1273980041642107
252.0,2.1274118727388216
65533.0,2.127446737361844
62985.0,2.127460112148952
36891.0,2.1274977089942424
7001.0,2.1275265528171388
26170.0,2.1275959873512655
40004.0,2.127680701754613
35837.0,2.127775578812169
51810.0,2.12796571828044
74556.0,2.1279714500668887
63285.0,2.128060470406473
1683.0,2.1282202759285265
866.0,2.12845968585834
70779.0,2.1288499109171517
12117.0,2.128927177486624
67262.0,2.1290878868249847
83919.0,2.1291448790446874
26240.0,2.1292464428726783
2894.0,2.1293178561086408
23559.0,2.1293957295294867
60930.0,2.1294539984205447
28763.0,2.1295522042012336
28482.0,2.1296738842151597
58127.0,2.129806419094355
37764.0,2.1298754875057946
69431.0,2.129916469476937
70766.0,2.1300011756949213
81921.0,2.130019934825568
7340.0,2.1301128710107657
60538.0,2.1301223210147078
61556.0,2.1302315851710154
61278.0,2.1302556648010538
7334.0,2.1303599337158885
65490.0,2.130374489281419
50847.0,2.130383405506007
24803.0,2.1304368698729195
73620.0,2.130471574277865
71295.0,2.1305057653951094
72453.0,2.1305235867969143
33538.0,2.130569614367741
55956.0,2.1306618339517893
12503.0,2.1306857267707335
83112.0,2.1307322918300717
60740.0,2.130845673884211
85349.0,2.130994482163583
81100.0,2.1310082418863048
47551.0,2.131045095309108
63263.0,2.13121950333019
27959.0,2.1312603655364746
47846.0,2.131315574485477
15232.0,2.131328480422591
12506.0,2.131454727898737
35293.0,2.131566353669076
56828.0,2.131588311353488
83889.0,2.1316905138050397
53560.0,2.1316989537468767
52045.0,2.131727061985026
70471.0,2.1317440935236633
14325.0,2.1317995348319974
72884.0,2.1318720561442475
20292.0,2.1318789744717654
78868.0,2.131956524749968
75039.0,2.131970598697029
63086.0,2.13207098201736
32674.0,2.1322124868743413
11072.0,2.132244140454182
4667.0,2.1323902807849895
49409.0,2.13241580549296
35382.0,2.132572813946164
73449.0,2.1326387715485837
63446.0,2.132638862787542
78719.0,2.132672101142463
31367.0,2.1327025847953927
53060.0,2.1329325916229824
57447.0,2.1331030050567654
16032.0,2.133116633552784
44356.0,2.1333245573777346
18334.0,2.133366167418176
74133.0,2.1334196423503324
16284.0,2.13344399588549
44762.0,2.1335696421814876
2005.0,2.133778865937434
47053.0,2.133834771295402
50885.0,2.133875716704139
11301.0,2.1340383976688897
56973.0,2.1341543871393727
19984.0,2.134276616638906
23652.0,2.1342776251674223
39475.0,2.134279662557286
46830.0,2.13435892505788
33183.0,2.134442292746353
18546.0,2.1346128002701614
58581.0,2.1346876710766924
47162.0,2.134693680604738
46741.0,2.1347707234100413
62382.0,2.13497881662887
57626.0,2.1350457921805917
65513.0,2.1350683898186937
31041.0,2.135185449512036
26418.0,2.135211723568942
79951.0,2.1352549994353507
34779.0,2.135256752392115
63401.0,2.135364679509052
70945.0,2.1355131560838454
2650.0,2.135596765277302
18902.0,2.1356030015439864
85201.0,2.1356519414857678
8839.0,2.1357232033408464
57076.0,2.135768095538688
48600.0,2.1357775397686516
72833.0,2.135857071128858
45314.0,2.135865287190764
84012.0,2.135869950610204
25784.0,2.135967467897903
26571.0,2.136003742485889
65913.0,2.136058993471571
63968.0,2.136157009091476
45213.0,2.1361653810751737
63967.0,2.136201177128027
75145.0,2.136223371211213
65050.0,2.136245120678122
27031.0,2.136295449468617
66344.0,2.136296505504244
49509.0,2.136416492886567
12447.0,2.13642028245776
24244.0,2.136449126687023
33714.0,2.136458976016667
23817.0,2.136643879225742
61444.0,2.136645243691189
51760.0,2.1367191136395776
69948.0,2.1368311212836937
42357.0,2.136969540354483
36987.0,2.137001097127292
65190.0,2.1370749024519875
65936.0,2.137160081209264
16223.0,2.1371633004805974
47672.0,2.137466537753149
36772.0,2.1376903438740134
67434.0,2.137762906144155
13991.0,2.137780923211145
61747.0,2.137926821307116
34429.0,2.13794503041596
23456.0,2.137956903240664
33431.0,2.1379596793942754
39854.0,2.1380899177028545
5098.0,2.138156091383387
5324.0,2.138183696499103
33603.0,2.1382069470853806
21785.0,2.1383310231803434
4078.0,2.1384570001023904
75154.0,2.1384602776521056
75040.0,2.1385544701334327
12332.0,2.138556245443818
38673.0,2.1385950250999124
14039.0,2.138632393736832
25811.0,2.1387310869805427
3746.0,2.1388137588698455
27341.0,2.138817989493397
37438.0,2.138837287461044
34241.0,2.1390826794110156
65367.0,2.1390863240422755
71584.0,2.139129457798139
83021.0,2.1391462766261173
53019.0,2.1391585934039896
55239.0,2.139180410469539
66301.0,2.139185802459515
47325.0,2.139256974355206
15333.0,2.139262130983624
46789.0,2.1392624344744213
67331.0,2.139300731269839
65576.0,2.1393512370008514
73365.0,2.1394026239457307
46922.0,2.1394116378943946
48540.0,2.139578101266512
74838.0,2.139603883497215
65480.0,2.1396511292934113
72945.0,2.1396525231546093
50846.0,2.13966620037669
19658.0,2.1396810535451
65537.0,2.1399494239828902
55172.0,2.1399868733172256
31389.0,2.1400038920047897
85082.0,2.1400147441192554
81365.0,2.1400404056498306
71037.0,2.140081708884185
62303.0,2.1401659334346967
28007.0,2.140295232325333
70548.0,2.1403240092215
35069.0,2.1404118841665327
20502.0,2.1405540055319343
26601.0,2.1405628847502354
24674.0,2.1408857598640156
51262.0,2.1408968103845525
51992.0,2.1409235306303587
25165.0,2.141069416689056
9141.0,2.141118770276711
68863.0,2.1412350076259448
71615.0,2.141251379152251
81884.0,2.1413248537235723
64887.0,2.14141989103843
49845.0,2.141456526322876
75166.0,2.141513754196454
64189.0,2.1415555435024043
29885.0,2.1416359583052103
58241.0,2.14163793564909
67092.0,2.1417423208908652
6888.0,2.141757565684165
39476.0,2.1418129229577763
72141.0,2.141898310218991
46929.0,2.1419154565411804
36161.0,2.1419244956082557
49273.0,2.1419509422316496
49559.0,2.1420530090879017
65708.0,2.1420777182834656
6710.0,2.1421691253139024
74841.0,2.14218034404453
30935.0,2.1422085750936306
84651.0,2.1422462759924854
